OBJECTID,state_number,nhs_rest_stop,highway_route,mile_post,municipality,county,state,latitude,longitude,number_of_spots,x,y
1488,48,NHS Rest Stop or Truck Facility 9,I-10E,514,Legion,Kerr,TX,30.052641,-99.027419,7,-99.0274190004299,30.052640999632
1489,48,NHS Rest Stop or Truck Facility 21,I-10W,514,Legion,Kerr,TX,30.054301,-99.026317,8,-99.0263170002399,30.0543010000452
1490,48,NHS Rest Stop or Truck Facility 7,I-10E,394,Sonora,Sutton,TX,30.61541,-100.746399,6,-100.746398999677,30.6154100002322
1491,48,NHS Rest Stop or Truck Facility 8,I-10E,394,Sonora,Sutton,TX,30.615682,-100.745309,6,-100.745309000081,30.6156820000788
1492,48,NHS Rest Stop or Truck Facility 79,US59N,NA,Leggett,Polk,TX,30.838278,-94.860216,21,-94.8602160003599,30.8382780000697
1493,48,NHS Rest Stop or Truck Facility 81,US59S,NA,Leggett,Polk,TX,30.839051,-94.86249,30,-94.8624900001616,30.8390510000841
1494,48,NHS Rest Stop or Truck Facility 6,I-10W,308,Sher,Pecos,TX,30.855579,-102.070247,10,-102.070247000147,30.8555790002431
1495,48,NHS Rest Stop or Truck Facility 5,I-10E,308,Sher,Pecos,TX,30.861954,-102.082838,12,-102.08283800007,30.8619540003322
1496,48,NHS Rest Stop or Truck Facility 54,I-35N,281,Salado,Bell,TX,30.902886,-97.558856,28,-97.5588560000512,30.9028860003193
1497,48,NHS Rest Stop or Truck Facility 57,I-35S,282,Salado,Bell,TX,30.91211,-97.552117,28,-97.5521169995882,30.9121100001935
1498,48,NHS Rest Stop or Truck Facility 4,I-10E,233,Belding,Pecos,TX,30.938383,-103.310783,33,-103.310782999871,30.938383000335
1499,48,NHS Rest Stop or Truck Facility 17,I-10W,233,Belding,Pecos,TX,30.938774,-103.308745,34,-103.308745000071,30.938774000064
1500,48,NHS Rest Stop or Truck Facility 3,I-10E,144,Lobo,Culberson,TX,31.04285,-104.754034,16,-104.754033999809,31.0428500000036
1501,48,NHS Rest Stop or Truck Facility 16,I-10W,144,Lobo,Culberson,TX,31.043607,-104.753092,18,-104.753092000351,31.0436070001866
1502,48,NHS Rest Stop or Truck Facility 91,US87N,NA,Eden,Concho,TX,31.218084,-99.96208,5,-99.9620799996723,31.2180840000758
1503,48,NHS Rest Stop or Truck Facility 15,I-10W,51,Fabens,El Paso,TX,31.503964,-106.116959,7,-106.116958999904,31.503963999784
1504,48,NHS Rest Stop or Truck Facility 2,I-10E,51,Fabens,El Paso,TX,31.507028,-106.121611,5,-106.121611000163,31.5070279996838
1505,48,UNKNOWN,I-20E,69,Monahans,Ward,TX,31.538086,-103.071687,26,-103.071686999608,31.538086000125
1506,48,NHS Rest Stop or Truck Facility 28,I-20E,69,Pyote,Ward,TX,31.539133,-103.067798,25,-103.067797999605,31.5391329998419
1507,48,NHS Rest Stop or Truck Facility 35,I-20W,69,Pyote,Ward,TX,31.53974,-103.067922,25,-103.067922000352,31.5397399997001
1508,48,UNKNOWN,I-20W,69,Monahans,Ward,TX,31.540771,-103.063924,26,-103.063923999671,31.5407709996192
1509,48,NHS Rest Stop or Truck Facility 89,US87,NA,Water Valley,Coke,TX,31.703037,-100.781489,5,-100.781489000288,31.7030369998948
1510,48,NHS Rest Stop or Truck Facility 65,I-45S,216,Richland,Navarro,TX,31.911722,-96.395358,28,-96.3953580000421,31.9117220001818
1511,48,UNKNOWN,I-35N,362A,Abbott,Hill,TX,31.911817,-97.095124,60,-97.095124000092,31.9118169997766
1512,48,NHS Rest Stop or Truck Facility 64,I-45N,216,Richland,Navarro,TX,31.911962,-96.394031,28,-96.3940309997213,31.9119620001329
1513,48,UNKNOWN,I-35S,362A,Abbott,Hill,TX,31.930221,-97.103916,60,-97.1039160004239,31.9302209998978
1514,48,NHS Rest Stop or Truck Facility 29,I-20E,191,Coahoma,Howard,TX,32.300635,-101.260137,9,-101.260137000026,32.3006349997666
1515,48,NHS Rest Stop or Truck Facility 36,I-20W,204,Westbrook,Mitchell,TX,32.343249,-101.063071,10,-101.06307099978,32.3432489996307
1516,48,NHS Rest Stop or Truck Facility 39,I-20W,297,Clyde,Callahan,TX,32.427487,-99.573561,8,-99.5735610000632,32.4274869998652
1517,48,NHS Rest Stop or Truck Facility 31,I-20E,296,Clyde,Callahan,TX,32.427746,-99.581477,10,-99.5814770001609,32.4277459996847
1518,48,UNKNOWN,IH20E,353,Ranger,Eastland,TX,32.4569,-98.6483,28,-98.6482999998016,32.4569000000382
1519,48,NHS Rest Stop or Truck Facility 30,I-20E,256,Trent,Nolan,TX,32.486959,-100.209537,8,-100.209537000272,32.4869590001397
1520,48,NHS Rest Stop or Truck Facility 38,I-20W,257,Trent,Nolan,TX,32.487429,-100.208616,5,-100.208615999832,32.4874290000558
1521,48,NHS Rest Stop or Truck Facility 41,I-20W,538,Trent,Nolan,TX,32.487429,-100.208616,5,-100.208615999832,32.4874290000558
1522,48,UNKNOWN,IH20W,359,Ranger,Eastland,TX,32.4906,-98.5492,28,-98.5492000001395,32.4905999997925
1523,48,NHS Rest Stop or Truck Facility 34,I-20E,NA,Van,Van Zandt,TX,32.514028,-95.686326,15,-95.6863260000074,32.5140279999642
1524,48,NHS Rest Stop or Truck Facility 42,I-20W,538,Van,Van Zandt,TX,32.515266,-95.686997,15,-95.6869970002022,32.5152659998564
1525,48,NHS Rest Stop or Truck Facility 77,US385N,NA,Andrews,Andrews,TX,32.520126,-102.61248,6,-102.612479999686,32.5201260003433
1526,48,NHS Rest Stop or Truck Facility 66,US277S,257,Stamford,Haskell,TX,33.025371,-99.780162,5,-99.7801619999071,33.0253709999922
1527,48,UNKNOWN,IH30E,110,Cumby,Hopkins,TX,33.1308,-95.8178,26,-95.817799999715,33.1307999999651
1528,48,UNKNOWN,IH30W,112,Cumby,Hopkins,TX,33.1312,-95.8186,26,-95.8185999997812,33.1311999999742
1529,48,NHS Rest Stop or Truck Facility 68,US287,NA,Decatur,Wise,TX,33.286077,-97.633395,8,-97.6333949998334,33.2860770001377
1530,48,NHS Rest Stop or Truck Facility 86,US82E,NA,Crosbyton,Crosby,TX,33.666648,-101.157589,3,-101.157589000402,33.6666479996356
1531,48,NHS Rest Stop or Truck Facility 45,I-27S,28,Abernathy,Hale,TX,33.934085,-101.855514,10,-101.855514000295,33.9340850003253
1532,48,NHS Rest Stop or Truck Facility 44,I-27N,28,Abernathy,Hale,TX,33.935418,-101.853182,20,-101.853181999869,33.9354179998328
1533,48,NHS Rest Stop or Truck Facility 74,US287S,NA,Iowa Park,Wichita,TX,33.965436,-98.717803,6,-98.7178030000836,33.9654359999593
1534,48,NHS Rest Stop or Truck Facility 71,US287N,NA,Iowa Park,Wichita,TX,33.966951,-98.710677,10,-98.7106770000063,33.9669510000184
1535,48,NHS Rest Stop or Truck Facility 75,US287S,NA,Medicine Mound,Hardeman,TX,34.267442,-99.630992,20,-99.6309920002811,34.2674420002474
1536,48,NHS Rest Stop or Truck Facility 72,US287N,NA,Medicine Mound,Hardeman,TX,34.270516,-99.633396,20,-99.6333959997792,34.2705159999099
1537,48,NHS Rest Stop or Truck Facility 70,US287N,NA,Hedley,Donley,TX,34.829625,-100.611829,26,-100.61182900036,34.829625000267
1538,48,NHS Rest Stop or Truck Facility 73,US287S,NA,Hedley,Donley,TX,34.829696,-100.618263,25,-100.618263000326,34.8296960001562
1539,48,NHS Rest Stop or Truck Facility 88,US83S,NA,Lutie,Collingsworth,TX,34.958654,-100.222595,6,-100.222595000175,34.9586540000564
1540,48,NHS Rest Stop or Truck Facility 62,I-40E,129,Alanreed,Donley,TX,35.179465,-100.83029,52,-100.830289999658,35.1794649997825
1541,48,NHS Rest Stop or Truck Facility 63,I-40W,131,Alanreed,Gray,TX,35.19686,-100.802382,47,-100.802382000098,35.1968600003574
1542,49,St. George (NB),I-15,1,St. George,NA,UT,37.012086,-113.613588,54,-113.613588000388,37.0120859999636
1543,49,St. George (SB),I-15,1,St. George,NA,UT,37.013297,-113.616001,54,-113.616001000107,37.0132970001993
1544,49,Kanarraville (NB),I-15,44,Kanarraville,NA,UT,37.513222,-113.211552,14,-113.211552000393,37.5132219996579
1545,49,Kanarraville (SB),I-15,44,Kanarraville,NA,UT,37.516549,-113.212639,13,-113.212638999616,37.5165489997091
1546,49,Lunt Park (NB),I-15,87,Paragonah,NA,UT,37.980227,-112.736613,20,-112.736612999835,37.9802270002136
1547,49,Lunt Park (SB),I-15,87,Paragonah,NA,UT,37.982488,-112.738528,20,-112.738527999612,37.9824880001305
1548,49,Ivie Creek (EB & WB),I-70,86,Freemont Jct,NA,UT,38.755074,-111.418272,10,-111.418271999942,38.7550739998958
1549,49,Salt Wash (EB),I-70,104,N/A,NA,UT,38.829235,-111.117923,10,-111.117923000304,38.8292350002164
1550,49,Salt Wash (WB),I-70,104,N/A,NA,UT,38.832946,-111.111236,6,-111.111235999719,38.8329459999674
1551,49,Devils Canyon (EB),I-70,115,N/A,NA,UT,38.84909,-110.9258,5,-110.925799999672,38.8490900002974
1552,49,Eagle Canyon (EB & WB),I-70,116,N/A,NA,UT,38.85534,-110.908285,5,-110.908285000402,38.8553400002398
1553,49,Ghost Rock (EB),I-70,122,N/A,NA,UT,38.862399,-110.812433,12,-110.812432999787,38.862398999689
1554,49,Ghost Rock (WB),I-70,122,N/A,NA,UT,38.863753,-110.813684,8,-110.81368399994,38.8637530001852
1555,49,Reef (WB),I-70,146,N/A,NA,UT,38.920886,-110.430959,10,-110.430959000064,38.9208860003395
1556,49,Spotted Wolf (EB),I-70,142,N/A,NA,UT,38.935508,-110.477291,4,-110.477290999638,38.9355080001225
1557,49,Crescent Jct (EB),I-70,181,Crescent Jct,NA,UT,38.936891,-109.833,10,-109.833000000021,38.9368909998846
1558,49,Black Dragon (WB),I-70,142,N/A,NA,UT,38.9386,-110.48088,2,-110.480880000065,38.9385999996846
1559,49,Thompson (WB),I-70,189,Thompson,NA,UT,38.951405,-109.683943,9,-109.683943000373,38.9514050003328
1560,49,Harely Dome (WB),I-70,229,N/A,NA,UT,39.188579,-109.117001,7,-109.117000999918,39.1885789997306
1561,49,Jeremy Ranch (WB),I-80,146,N/A,NA,UT,40.724714,-111.513864,10,-111.513864000266,40.7247140002125
1562,49,Salt Flats (EB),I-80,10,N/A,NA,UT,40.737875,-113.856994,12,-113.856993999705,40.7378750000661
1563,49,Jeremy Ranch (EB),I-80,144,N/A,NA,UT,40.74009,-111.559376,10,-111.559375999682,40.7400899997793
1564,49,Salt Flats (WB),I-80,10,N/A,NA,UT,40.740246,-113.852009,8,-113.852009000259,40.7402460001406
1565,49,Wendover (EB),I-80,3,Wendover,NA,UT,40.744587,-113.990374,6,-113.990373999867,40.7445870002914
1566,49,Wendover (WB),I-80,3,Wendover,NA,UT,40.745557,-113.990017,6,-113.99001700039,40.7455570000134
1567,49,Grassy Mountain (EB),I-80,54,N/A,NA,UT,40.755343,-113.018307,15,-113.018307000378,40.7553429997834
1568,49,Grassy Mountain (WB),I-80,55,N/A,NA,UT,40.762357,-113.010375,17,-113.010375000387,40.7623570001797
1569,49,Echo Reservoir(WB),I-80,166,N/A,NA,UT,40.989335,-111.405879,4,-111.405879000386,40.9893349998059
1570,49,Echo Canyon (WB),I-80,169,Echo,NA,UT,40.989335,-111.405879,22,-111.405879000386,40.9893349998059
1571,49,Echo Reservoir (EB),I-80,165,N/A,NA,UT,40.989673,-111.402778,3,-111.402777999855,40.989672999902
1572,49,Echo Canyon (EB),I-80,169,Echo,NA,UT,40.989711,-111.402793,5,-111.402792999924,40.9897109998005
1573,49,Kaysville (SB),I-15,326,Kaysville,NA,UT,41.008152,-111.935367,10,-111.935367000016,41.0081520003042
1574,49,Kaysville (NB),I-15,326,Kaysville,NA,UT,41.008864,-111.93356,10,-111.933560000195,41.0088640003271
1575,49,Mountain Green (WB),I-84,94,Mountain Green,NA,UT,41.137905,-111.79689,8,-111.796890000255,41.1379049999724
1576,49,Weber Canyon (EB),I-84,91,Mountain Green,NA,UT,41.139148,-111.847806,8,-111.847806000316,41.1391479999848
1577,49,Perry (NB),I-15,359,Perry,NA,UT,41.439717,-112.056049,13,-112.056049000125,41.4397170002901
1578,49,Perry (SB),I-15,359,Perry,NA,UT,41.440216,-112.057558,10,-112.05755800002,41.4402159996982
1579,49,Perry (NB),I-15,361,Perry,NA,UT,41.467093,-112.053678,10,-112.053678000239,41.4670930001096
1580,49,Brigham (SB),I-15,367,Brigham City,NA,UT,41.552343,-112.069869,12,-112.069868999561,41.5523430000662
1581,51,Bracey Safety Rest Area/Welcome Center,I-85N,0.5,Bracey,Mecklenberg,VA,36.554477,-78.179058,22,-78.1790580003791,36.5544769998546
1582,51,Lambsburg Safety Rest Area/Welcome Center,I-77N,1,Lamsburg,Carroll,VA,36.564023,-80.743447,13,-80.7434469996975,36.5640230001623
1583,51,Abingdon Truck-Only Safety Rest Area North,I-81N,13,Abingdon,Washington,VA,36.684062,-82.029558,48,-82.0295580003836,36.6840619999978
1584,51,Alberta Safety Rest Area North,I-85N,32,Alberta,Brunswick,VA,36.863142,-77.838313,13,-77.8383130002924,36.8631419998859
1585,51,Alberta Safety Rest Area South,I-85S,32,Alberta,Brunswick,VA,36.866503,-77.837229,13,-77.8372289996458,36.8665030002809
1586,51,Smyth Safety Rest Area South,I-81S,53,Smyth,NA,VA,36.883911,-81.385924,6,-81.3859239998198,36.8839110002052
1587,51,Carson Safety Rest Area North,I-95N,37,Carson,Prince George,VA,37.015498,-77.389948,35,-77.3899480001983,37.015497999991
1588,51,Radford Safety Rest Area North,I-81N,108,Radford,Montgomery,VA,37.09852,-80.523613,14,-80.5236130000483,37.0985200001334
1589,51,Radford Safety Rest Area South,I-81S,108,Radford,Montgomery,VA,37.098936,-80.52114,14,-80.5211400000549,37.0989360000529
1590,51,Dinwiddie Safety Rest Area North,I-85N,55,Dinwiddie,Dinwiddie,VA,37.101068,-77.544205,13,-77.5442050002765,37.1010679998811
1591,51,Dinwiddie Safety Rest Area South,I-85S,55,Dinwiddie,Dinwiddie,VA,37.103216,-77.544186,20,-77.5441860000099,37.1032159996865
1592,51,Rocky Gap Safety Rest Area North,I-77N,59,Rocky Gap,Bland,VA,37.185381,-81.129344,26,-81.1293440002486,37.1853810001493
1593,51,Rocky Gap Safety Rest Area/Welcome Center,I-77S,61,Rocky Gap,Bland,VA,37.206478,-81.104486,24,-81.1044860002678,37.2064779996672
1594,51,Ironto Safety Rest Area North,I-81N,129,Ironto,Montgomery,VA,37.239716,-80.225025,22,-80.2250250002008,37.2397159999333
1595,51,Troutville Safety Rest Area South,I-81S,158,Troutville,Botetourt,VA,37.468652,-79.811815,7,-79.8118150001172,37.468652000132
1596,51,New Kent Safety Rest Area East/Welcome Center,I-64E,213,New Kent,New Kent,VA,37.496926,-77.043765,70,-77.0437650000302,37.4969260000574
1597,51,New Kent Safety Rest Area West,I-64W,213,New Kent,New Kent,VA,37.49935,-77.044104,29,-77.044103999964,37.4993499998013
1598,51,Goochland Safety Rest Area East,I-64E,169,Goochland,Goochland,VA,37.700483,-77.749113,9,-77.7491130001016,37.700482999936
1599,51,Goochland Safety Rest Area West,I-64W,168,Goochland,Goochland,VA,37.705214,-77.763586,9,-77.7635860001892,37.7052139996979
1600,51,Fairfield Safety Rest Area South,I-81S/I-64,199,Fairfield,Rockbridge,VA,37.87521,-79.309059,6,-79.3090590002363,37.8752099999004
1601,51,Ladysmith Safety Rest Area North,I-95N,107,Ladysmith,Caroline,VA,37.981259,-77.49256,39,-77.4925600002946,37.9812590000396
1602,51,Ladysmith Safety Rest Area South,I-95S,107,Ladysmith,Caroline,VA,37.982058,-77.493782,20,-77.4937820001352,37.9820580001403
1603,51,Charlottesville Safety Rest Area West,I-64W,113,Charlottesville,Albemarle,VA,38.035053,-78.628914,14,-78.6289139999272,38.0350530001921
1604,51,Charlottesville Safety Rest Area East,I-64E,105,Charlottesville,Albemarle,VA,38.045448,-78.764686,13,-78.7646859998914,38.0454479998169
1605,51,Mount Sydney Safety Rest Area North,I-81N,232,Mount Sidney,Augusta,VA,38.24998,-78.954318,12,-78.9543180000881,38.2499799997958
1606,51,Mount Sydney Safety Rest Area South,I-81S,232,Mount Sidney,Augusta,VA,38.251621,-78.955273,9,-78.955272999965,38.2516209996766
1607,51,Fredericksburg Safety Rest Area/Welcome Center,I-95S,131,Fredericksburg,Spotsylvania,VA,38.316376,-77.505147,21,-77.5051470000196,38.3163760003081
1608,51,Dale City Truck-Only Safety Rest Area North,I-95N,154,Dale City,Prince William,VA,38.596337,-77.314816,59,-77.3148160000392,38.5963370000736
1609,51,Dale City Truck-Only Safety Rest Area South,I-95S,154,Dale City,Prince William,VA,38.596395,-77.315482,62,-77.315482000211,38.59639500021
1610,51,New Market Safety Rest Area North,I-81N,262,New Market,Rockingham,VA,38.614002,-78.705893,15,-78.705893000091,38.61400199988
1611,51,New Market Safety Rest Area South,I-81S,262,New Market,Rockingham,VA,38.616814,-78.705737,7,-78.705736999557,38.6168140000695
1612,51,Manassas Safety Rest Area East,I-66E,48,Manassas,Prince William,VA,38.807972,-77.493976,9,-77.493976000304,38.8079720001804
1613,51,Manassas Safety Rest Area/Welcome Center,I-66W,48,Manassas,Prince William,VA,38.80915,-77.4943,9,-77.4943000001691,38.8091500001154
1614,51,Front Royal Truck Rest Area East,I-66E,4,Front Royal,Warren,VA,38.98289,-78.233674,12,-78.2336740002967,38.9828899997047
1615,51,Winchester Safety Rest Area/Welcome Center,I-81S,320,Wincester,Frederick,VA,39.242869,-78.115876,13,-78.1158760000854,39.2428689999237
1616,50,Guilford North Parking Area,I-91N,1,Guilford,Windham,VT,42.74828295,-72.56590623,8,-72.5659062302152,42.7482829498234
1617,50,Vernon Rest Area,I-91S,3,Vernon,Windham,VT,42.77473429,-72.56170926,4,-72.5617092598853,42.7747342900904
1618,50,Guilford Welcome Center,I-91N,5,Guilford,Windham,VT,42.81201702,-72.56620015,19,-72.5662001499931,42.8120170198412
1619,50,Wilmington Chain-Up/Down Site,VT9,1,Wilmington,Windham,VT,42.869443,-72.906549,5,-72.9065490002259,42.8694430003119
1620,50,Bennington Chain-Up/Down Site,VT9,6,Bennington,Bennington,VT,42.88325,-73.160544,7,-73.1605439996507,42.8832500000888
1621,50,Bennington Welcome Center,VT279,3,Bennington,Bennington,VT,42.90423195,-73.20399413,12,-73.2039941301313,42.9042319499293
1622,50,Putney North Weight Station,I-91N,20,Putney,Windham,VT,42.97852072,-72.4821735,7,-72.4821734999128,42.978520720247
1623,50,Putney South Weight Station,I-91S,21,Putney,Windham,VT,42.99834634,-72.47089963,7,-72.4708996296224,42.9983463398774
1624,50,Putney North Parking Area,I-91N,23,Putney,Windham,VT,43.01554376,-72.47227832,3,-72.472278319903,43.0155437602658
1625,50,Westminster South Parking Area,I-91S,23,Westminster,Windham,VT,43.02400629,-72.47247774,4,-72.4724777396078,43.0240062900293
1626,50,Springfield North Parking Area,I-91N,39,Springfield,Windsor,VT,43.23324323,-72.44738308,8,-72.4473830802621,43.2332432299997
1627,50,Springfield South Parking Area,I-91S,39,Springfield,Windsor,VT,43.23498047,-72.44825399,8,-72.4482539897435,43.2349804703109
1628,50,Clarendon North Parking Area,US7S,2,Clarendon,Rutland,VT,43.52903236,-72.96085483,3,-72.9608548298423,43.5290323600132
1629,50,Clarendon South Parking Area,U007-S,2,Clarendon,Rutland,VT,43.52994807,-72.96147938,3,-72.9614793799503,43.5299480699048
1630,50,Fair Haven Welcome Center,US4,0,Fair Haven,Rutland,VT,43.58617101,-73.29215173,2,-73.292151729758,43.5861710100204
1631,50,Ira Parking Area,US4W,11,Ira,Rutland,VT,43.61387284,-73.09865256,2,-73.0986525604166,43.6138728398311
1632,50,Hartford South Rest Area,I-91S,68,Hartford,Windsor,VT,43.62153653,-72.34868004,10,-72.3486800398358,43.6215365301767
1633,50,Sharon Rest Area,I-89N,8,Sharon,Windsor,VT,43.72725763,-72.4257883,7,-72.4257883003824,43.7272576302346
1634,50,Randolph South Parking Area,I-89S,29,Randolph,Orange,VT,43.92675361,-72.61781983,12,-72.6178198300603,43.926753610279
1635,50,Randolph South Rest Area,I-89S,33,Randolph,Orange,VT,43.98306823,-72.62915686,5,-72.6291568600001,43.983068230091
1636,50,Bradford North Rest Area,I-91N,100,Bradford,Orange,VT,44.01577067,-72.12007849,4,-72.1200784902001,44.0157706701901
1637,50,Bradford South Parking Area,I-91S,100,Bradford,Orange,VT,44.01803853,-72.12071297,4,-72.1207129702853,44.0180385302184
1638,50,Ryegate North Parking Area,I-91N,113,Ryegate,Caledonia,VT,44.20156591,-72.06915545,4,-72.0691554500424,44.2015659100186
1639,50,Ryegate South Parking Area,I-91S,115,Ryegate,Caledonia,VT,44.23048709,-72.07023301,8,-72.0702330097684,44.2304870902117
1640,50,Waterbury North Parking Area,I-89N,65,Waterbury,Washington,VT,44.35551372,-72.78695814,3,-72.7869581396755,44.3555137202081
1641,50,Waterford North Rest Area,I-93N,1,Waterford,Caledonia,VT,44.36104357,-71.89777732,4,-71.8977773197253,44.3610435703084
1642,50,Waterbury South Parking Area,I-89S,66,Waterbury,Washington,VT,44.36106926,-72.80916757,3,-72.8091675702288,44.3610692602596
1643,50,Williston South Rest Area,I-89S,82,Williston,Chittenden,VT,44.43470972,-73.0787176,11,-73.0787176003823,44.4347097201629
1644,50,Williston North Rest Area,I-89N,82,Williston,Chittenden,VT,44.43615164,-73.07866453,11,-73.078664529712,44.4361516402472
1645,50,Colchester North Weight Station,I-89N,95,Colchester,Chittenden,VT,44.55708781,-73.18232172,12,-73.1823217196413,44.5570878098707
1646,50,Lyndon South Rest Area,I-91S,140,Lyndon,Caledonia,VT,44.56533798,-72.03408826,4,-72.034088260351,44.5653379799217
1647,50,Barton North Scenic Turnout,I-91N,153,Barton,Orleans,VT,44.71196164,-72.16748405,4,-72.1674840502004,44.7119616400541
1648,50,Georgia North Rest Area,I-89N,110,Georgia,Chittenden,VT,44.74654054,-73.07775482,7,-73.0777548201968,44.7465405403111
1649,50,Georgia South Rest Area,I-89S,110,Georgia,Chittenden,VT,44.75538403,-73.07851702,8,-73.0785170200541,44.7553840302854
1650,50,Coventry North Parking Area,I-91N,166,Coventry,Orleans,VT,44.87547678,-72.17296389,4,-72.1729638902145,44.8754767799
1651,50,Coventry South Parking Area,I-91S,166,Coventry,Orleans,VT,44.87753324,-72.17479686,4,-72.1747968603309,44.8775332399931
1652,50,Alburgh Welcome Center,US2N,0,Alburgh,Grand Isle,VT,44.9862243,-73.29554947,1,-73.2955494698779,44.9862242999058
1653,50,Derby South Welcome Center,I-91S,176,Derby,Orleans,VT,44.9953441,-72.10315877,4,-72.1031587703328,44.9953440999676
1654,53,Chamberlain Lake MD,SR 14,74,NA,Klickitat,WA,45.70582,-121.32464,6,-121.324640000205,45.7058200002895
1655,53,Gee Creek NB,I-5,11,NA,Clark,WA,45.77708,-122.66954,22,-122.669539999595,45.7770799997422
1656,53,Gee Creek SB,I-5,13,NA,Clark,WA,45.79915,-122.68061,11,-122.680609999926,45.7991499999295
1657,53,Ridgefield (POE) Weigh Station,I-5,15,Ridgefield,Clark,WA,45.833394,-122.693211,32,-122.693210999895,45.8333940001823
1658,53,Plymouth (POE) Weigh Station,I-82,131,Plymouth,Benton,WA,45.959305,-119.341188,10,-119.341187999781,45.9593050000284
1659,53,Prosser MD,I-82,80,NA,Benton,WA,46.22098,-119.78995,7,-119.789950000434,46.2209800001488
1660,53,Grandview Weigh Station,I-82,76,Grandview,Benton,WA,46.24724556,-119.8579533,12,-119.85795330018,46.2472455602194
1661,53,Dismal Nitch MD,SR 401,1,NA,Pacific,WA,46.24979,-123.8588,6,-123.858800000306,46.2497899999147
1662,53,Forest Learning Ctr. MD,SR 504,33,NA,Cowlitz,WA,46.30875,-122.39573,7,-122.395730000261,46.3087500000334
1663,53,Toutle River NB,I-5,54,NA,Cowlitz,WA,46.35091,-122.90432,26,-122.904320000058,46.3509100000318
1664,53,Toutle River SB,I-5,55,NA,Cowlitz,WA,46.35233,-122.90798,25,-122.907979999732,46.3523300001095
1665,53,Alpowa Summit EB,US 12,413,NA,Garfield,WA,46.435621,-117.424145,4,-117.424144999681,46.4356209997273
1666,53,Alpowa Summit WB,US 12,413,NA,Garfield,WA,46.436279,-117.424694,4,-117.424693999677,46.43627899995
1667,53,Bevin Lake MD,US 12,126,NA,Lewis,WA,46.552853,-121.736423,5,-121.736423000408,46.5528530000144
1668,53,Vernita MD,SR 24,43,NA,Benton,WA,46.63805,-119.73153,6,-119.731530000004,46.638050000038
1669,53,Selah Creek WB,I-82,24,NA,Yakima,WA,46.6977,-120.44337,11,-120.443369999768,46.6976999999437
1670,53,Selah Creek EB,I-82,22,NA,Yakima,WA,46.71138,-120.41593,12,-120.415930000014,46.7113799999443
1671,53,Hatton Coulee,SR 26,67,NA,Adams,WA,46.79404,-118.7431,9,-118.743099999867,46.7940399998163
1672,53,Scatter Creek NB,I-5,91,NA,Thurston,WA,46.83535,-122.98525,37,-122.985250000149,46.8353500002604
1673,53,Maytown SB,I-5,93,NA,Thurston,WA,46.8711,-122.97036,13,-122.97036000031,46.871099999911
1674,53,Ryegrass EB,I-90,126,NA,Kittitas,WA,46.94151,-120.20349,12,-120.20349000023,46.9415099997734
1675,53,Ryegrass WB,I-90,126,NA,Kittitas,WA,46.94725,-120.20863,12,-120.208630000386,46.9472500002581
1676,53,Elma EB,SR 8,2,NA,Grays Harbor,WA,47.016431,-123.353303,37,-123.353302999745,47.0164309997024
1677,53,Schrag EB,I-90,199,NA,Adams,WA,47.08509,-118.84474,19,-118.844740000368,47.0850900002234
1678,53,Ft. Lewis Weigh Station,I-5,117,Ft. Lewis,Pierce,WA,47.085428,-122.653829,12,-122.653828999773,47.0854279999662
1679,53,Schrag WB,I-90,199,NA,Adams,WA,47.08711,-118.84527,19,-118.845270000098,47.0871099997704
1680,53,Winchester EB,I-90,161,NA,Grant,WA,47.10325,-119.62723,12,-119.627229999912,47.1032500001533
1681,53,Winchester WB,I-90,162,NA,Grant,WA,47.104552,-119.614924,12,-119.614924000394,47.1045519997214
1682,53,Indian John Hill EB,I-90,89,NA,Kittitas,WA,47.16108,-120.84936,30,-120.849360000063,47.161079999923
1683,53,Indian John Hill WB,I-90,89,NA,Kittitas,WA,47.1613,-120.84252,20,-120.842520000216,47.1612999998894
1684,53,Horn School,US 195,61,NA,Whitman,WA,47.18246,-117.37691,5,-117.376910000109,47.1824600001983
1685,53,Cle Elum (POE) Weigh Station,I-90,80,Cle Elum,Kittitas,WA,47.183155,-121.02803,7,-121.028029999883,47.183154999939
1686,53,Qunicy Valley MD,SR 28,28,NA,Grant,WA,47.23268,-119.95561,12,-119.955610000031,47.2326800000267
1687,53,Sea Tac Weigh Station,I-5,141,Sea Tac,King,WA,47.270612,-122.315825,22,-122.315825000367,47.2706119999893
1688,53,Sprague Lake EB,I-90,242,NA,Lincoln,WA,47.28955,-118.03432,20,-118.034319999728,47.2895500000127
1689,53,Sprague Lake WB,I-90,243,NA,Lincoln,WA,47.2957,-118.03256,13,-118.032559999762,47.2956999999424
1690,53,Rock Island Weigh Station,SR 28,13,Rock Island,Douglas,WA,47.319536,-120.072805,11,-120.07280499982,47.319536000278
1691,53,Spokane (POE) Weigh Station,I-90,299,Spokane,Spokane,WA,47.68791,-117.071057,21,-117.071057000267,47.6879100000506
1692,53,Telford,US 2,238,NA,Lincoln,WA,47.69475,-118.39777,9,-118.397770000367,47.694749999821
1693,53,Nason Creek MD,US 2,82,NA,Chelan,WA,47.76644,-120.79314,18,-120.793139999815,47.766439999758
1694,53,Everett Weigh Station,I-5,188,Everett,Snohomish,WA,47.901507,-122.214755,14,-122.214754999778,47.9015070000158
